_id,TOTAL,fechaFactura,Client.DNI,Client.Name,Client.Surname,traficoMinutos
ObjectId(5e13d8e9054a095daa7ae4b6),21,2017-05-03,03903898Q,Daniel,Ortiz,117.6
ObjectId(5e13d8e9054a095daa7ae4b7),21,2017-05-03,03903898Q,Daniel,Ortiz,85.14
ObjectId(5e13d8e9054a095daa7ae4b8),21,2017-05-03,03903898Q,Daniel,Ortiz,76
ObjectId(5e13d8e9054a095daa7ae4b9),21,2017-05-03,03903898Q,Daniel,Ortiz,59.4
ObjectId(5e13d8e9054a095daa7ae4ba),21,2017-05-03,03903898Q,Daniel,Ortiz,132.66
ObjectId(5e13d8e9054a095daa7ae4bb),21,2017-05-03,03903898Q,Daniel,Ortiz,5.75
ObjectId(5e13d8e9054a095daa7ae4bc),21,2017-05-03,03903898Q,Daniel,Ortiz,104.94
ObjectId(5e13d8e9054a095daa7ae4bd),21,2017-05-03,03903898Q,Daniel,Ortiz,89.17999999999999
ObjectId(5e13d8e9054a095daa7ae4be),19,2017-05-03,15609580D,Wanda,Allauca,1
ObjectId(5e13d8e9054a095daa7ae4bf),19,2017-05-03,15609580D,Wanda,Allauca,124
ObjectId(5e13d8e9054a095daa7ae4c0),19,2017-05-03,15609580D,Wanda,Allauca,92
ObjectId(5e13d8e9054a095daa7ae4c1),19,2017-05-03,15609580D,Wanda,Allauca,101.97
ObjectId(5e13d8e9054a095daa7ae4c2),19,2017-05-03,15609580D,Wanda,Allauca,105
ObjectId(5e13d8e9054a095daa7ae4c3),19,2017-05-03,15609580D,Wanda,Allauca,89
ObjectId(5e13d8e9054a095daa7ae4c4),19,2017-05-03,15609580D,Wanda,Allauca,111
ObjectId(5e13d8e9054a095daa7ae4c5),19,2017-05-03,15609580D,Wanda,Allauca,140.14
ObjectId(5e13d8e9054a095daa7ae4c6),19,2017-05-03,15609580D,Wanda,Allauca,101.92
ObjectId(5e13d8e9054a095daa7ae4c7),19,2017-05-03,15609580D,Wanda,Allauca,95
ObjectId(5e13d8e9054a095daa7ae4c8),19,2017-05-03,15609580D,Wanda,Allauca,103
ObjectId(5e13d8e9054a095daa7ae4c9),19,2017-05-03,15609580D,Wanda,Allauca,101
ObjectId(5e13d8e9054a095daa7ae4ca),19,2017-05-03,15609580D,Wanda,Allauca,92.12
ObjectId(5e13d8e9054a095daa7ae4cb),19,2017-05-03,15609580D,Wanda,Allauca,106
ObjectId(5e13d8e9054a095daa7ae4cc),19,2017-05-03,15609580D,Wanda,Allauca,96.03999999999999
ObjectId(5e13d8e9054a095daa7ae4cd),19,2017-05-03,15609580D,Wanda,Allauca,4.2
ObjectId(5e13d8e9054a095daa7ae4ce),19,2017-05-03,15609580D,Wanda,Allauca,107.8
ObjectId(5e13d8e9054a095daa7ae4cf),19,2017-05-03,15609580D,Wanda,Allauca,107.8
ObjectId(5e13d8e9054a095daa7ae4d0),19,2017-05-03,15609580D,Wanda,Allauca,1.19
ObjectId(5e13d8e9054a095daa7ae4d1),19,2017-05-03,15609580D,Wanda,Allauca,91.14
ObjectId(5e13d8e9054a095daa7ae4d2),21.92,2017-05-03,55198735T,Miriam,Garcia,109.89
ObjectId(5e13d8e9054a095daa7ae4d3),21.92,2017-05-03,55198735T,Miriam,Garcia,107.8
ObjectId(5e13d8e9054a095daa7ae4d4),21.92,2017-05-03,55198735T,Miriam,Garcia,80
ObjectId(5e13d8e9054a095daa7ae4d5),21.92,2017-05-03,55198735T,Miriam,Garcia,89.1
ObjectId(5e13d8e9054a095daa7ae4d6),21.92,2017-05-03,55198735T,Miriam,Garcia,105.84
ObjectId(5e13d8e9054a095daa7ae4d7),21.92,2017-05-03,55198735T,Miriam,Garcia,114.84
ObjectId(5e13d8e9054a095daa7ae4d8),22.24,2017-05-03,07168108C,Maria de las Angustias,Sanchez,89.17999999999999
ObjectId(5e13d8e9054a095daa7ae4d9),22.24,2017-05-03,07168108C,Maria de las Angustias,Sanchez,117
ObjectId(5e13d8e9054a095daa7ae4da),18.17,2017-05-03,23455571X,Regina Eustaquia,"[""Cangalaya"",""Basualdo""]",1.21
ObjectId(5e13d8e9054a095daa7ae4db),21.63,2017-05-03,08792509T,Javier,Mantari,84.28
ObjectId(5e13d8e9054a095daa7ae4dc),19.95,2017-05-03,53706597X,Dennisse,Bravo,2.36
ObjectId(5e13d8e9054a095daa7ae4dd),19.95,2017-05-03,53706597X,Dennisse,Bravo,115
ObjectId(5e13d8e9054a095daa7ae4de),19.95,2017-05-03,53706597X,Dennisse,Bravo,140
ObjectId(5e13d8e9054a095daa7ae4df),19.95,2017-05-03,53706597X,Dennisse,Bravo,78
ObjectId(5e13d8e9054a095daa7ae4e0),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,52.92
ObjectId(5e13d8e9054a095daa7ae4e1),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,1.43
ObjectId(5e13d8e9054a095daa7ae4e2),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,113.67999999999999
ObjectId(5e13d8e9054a095daa7ae4e3),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,120.53999999999999
ObjectId(5e13d8e9054a095daa7ae4e4),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,80
ObjectId(5e13d8e9054a095daa7ae4e5),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,92
ObjectId(5e13d8e9054a095daa7ae4e6),23.69,2017-05-03,66411653G,Daniel Carlos,Polo,98.98
ObjectId(5e13d8e9054a095daa7ae4e7),19.36,2017-05-03,66020346L,Maria de Montserrat,Conza,126
ObjectId(5e13d8e9054a095daa7ae4e8),19.36,2017-05-03,66020346L,Maria de Montserrat,Conza,122.5
ObjectId(5e13d8e9054a095daa7ae4e9),18.7,2017-05-03,51551157S,Moises,Machado,101
ObjectId(5e13d8e9054a095daa7ae4ea),18.7,2017-05-03,51551157S,Moises,Machado,5.5
ObjectId(5e13d8e9054a095daa7ae4eb),17.34,2017-05-03,64421228E,Isidro,"[""Ruiz"",""Veliz""]",121
ObjectId(5e13d8e9054a095daa7ae4ec),17.34,2017-05-03,64421228E,Isidro,"[""Ruiz"",""Veliz""]",4
ObjectId(5e13d8e9054a095daa7ae4ed),22.91,2017-05-03,85631796J,Pia Fatima,Plaza-Barber,101.92
ObjectId(5e13d8e9054a095daa7ae4ee),22.91,2017-05-03,85631796J,Pia Fatima,Plaza-Barber,115.83
ObjectId(5e13d8e9054a095daa7ae4ef),22.91,2017-05-03,85631796J,Pia Fatima,Plaza-Barber,91
ObjectId(5e13d8e9054a095daa7ae4f0),22.91,2017-05-03,85631796J,Pia Fatima,Plaza-Barber,107.91
ObjectId(5e13d8e9054a095daa7ae4f1),22.91,2017-05-03,85631796J,Pia Fatima,Plaza-Barber,110
ObjectId(5e13d8e9054a095daa7ae4f2),18.42,2017-05-03,31313308G,Miguel Angel,Colombier,95
ObjectId(5e13d8e9054a095daa7ae4f3),19,2017-05-03,78658881P,Glenda,Bueno,2.56
ObjectId(5e13d8e9054a095daa7ae4f4),19,2017-05-03,78658881P,Glenda,Bueno,120
ObjectId(5e13d8e9054a095daa7ae4f5),19,2017-05-03,78658881P,Glenda,Bueno,85.26
ObjectId(5e13d8e9054a095daa7ae4f6),19,2017-05-03,78658881P,Glenda,Bueno,104.94
ObjectId(5e13d8e9054a095daa7ae4f7),19,2017-05-03,78658881P,Glenda,Bueno,139.16
ObjectId(5e13d8e9054a095daa7ae4f8),19,2017-05-03,78658881P,Glenda,Bueno,99
ObjectId(5e13d8e9054a095daa7ae4f9),19,2017-05-03,78658881P,Glenda,Bueno,3.96
ObjectId(5e13d8e9054a095daa7ae4fa),19,2017-05-03,78658881P,Glenda,Bueno,83.3
ObjectId(5e13d8e9054a095daa7ae4fb),19,2017-05-03,78658881P,Glenda,Bueno,73.5
ObjectId(5e13d8e9054a095daa7ae4fc),19,2017-05-03,78658881P,Glenda,Bueno,112
ObjectId(5e13d8e9054a095daa7ae4fd),19,2017-05-03,78658881P,Glenda,Bueno,110
ObjectId(5e13d8e9054a095daa7ae4fe),19,2017-05-03,78658881P,Glenda,Bueno,84.28
ObjectId(5e13d8e9054a095daa7ae4ff),19,2017-05-03,78658881P,Glenda,Bueno,98.98
ObjectId(5e13d8e9054a095daa7ae500),19.17,2017-05-03,28320388M,Imanol,"[""Malpartida"",""Arca""]",48.400000000000006
ObjectId(5e13d8e9054a095daa7ae501),19.17,2017-05-03,28320388M,Imanol,"[""Malpartida"",""Arca""]",107
ObjectId(5e13d8e9054a095daa7ae502),19,2017-05-03,29216592Z,Godeardo,Cubillo,100.94
ObjectId(5e13d8e9054a095daa7ae503),19,2017-05-03,29216592Z,Godeardo,Cubillo,130
ObjectId(5e13d8e9054a095daa7ae504),19,2017-05-03,29216592Z,Godeardo,Cubillo,119.56
ObjectId(5e13d8e9054a095daa7ae505),19,2017-05-03,29216592Z,Godeardo,Cubillo,6.95
ObjectId(5e13d8e9054a095daa7ae506),19,2017-05-03,29216592Z,Godeardo,Cubillo,132.66
ObjectId(5e13d8e9054a095daa7ae507),19,2017-05-03,29216592Z,Godeardo,Cubillo,103
ObjectId(5e13d8e9054a095daa7ae508),19,2017-05-03,29216592Z,Godeardo,Cubillo,87.12
ObjectId(5e13d8e9054a095daa7ae509),19.5,2017-05-03,41840121Q,Antonio Oscar,Calcina,89.17999999999999
ObjectId(5e13d8e9054a095daa7ae50a),19.5,2017-05-03,41840121Q,Antonio Oscar,Calcina,1.05
ObjectId(5e13d8e9054a095daa7ae50b),19.5,2017-05-03,41840121Q,Antonio Oscar,Calcina,102.96
ObjectId(5e13d8e9054a095daa7ae50c),19.5,2017-05-03,41840121Q,Antonio Oscar,Calcina,93.1
ObjectId(5e13d8e9054a095daa7ae50d),19.5,2017-05-03,41840121Q,Antonio Oscar,Calcina,101.97
ObjectId(5e13d8e9054a095daa7ae50e),19,2017-05-03,43776798R,Lolo,Cisneros,3.84
ObjectId(5e13d8e9054a095daa7ae50f),19,2017-05-03,43776798R,Lolo,Cisneros,89.17999999999999
ObjectId(5e13d8e9054a095daa7ae510),19,2017-05-03,43776798R,Lolo,Cisneros,117.6
ObjectId(5e13d8e9054a095daa7ae511),19,2017-05-03,43776798R,Lolo,Cisneros,1.23
ObjectId(5e13d8e9054a095daa7ae512),19,2017-05-03,43776798R,Lolo,Cisneros,76.23
ObjectId(5e13d8e9054a095daa7ae513),19,2017-05-03,43776798R,Lolo,Cisneros,120
ObjectId(5e13d8e9054a095daa7ae514),19,2017-05-03,43776798R,Lolo,Cisneros,237.6
ObjectId(5e13d8e9054a095daa7ae515),19,2017-05-03,43776798R,Lolo,Cisneros,120.78
ObjectId(5e13d8e9054a095daa7ae516),19,2017-05-03,43776798R,Lolo,Cisneros,4.65
ObjectId(5e13d8e9054a095daa7ae517),19,2017-05-03,43776798R,Lolo,Cisneros,100
ObjectId(5e13d8e9054a095daa7ae518),19,2017-05-03,43776798R,Lolo,Cisneros,1.05
ObjectId(5e13d8e9054a095daa7ae519),19,2017-05-03,43776798R,Lolo,Cisneros,96.03
ObjectId(5e13d8e9054a095daa7ae51a),19,2017-05-03,43776798R,Lolo,Cisneros,104
ObjectId(5e13d8e9054a095daa7ae51b),19,2017-05-03,43776798R,Lolo,Cisneros,100
ObjectId(5e13d8e9054a095daa7ae51c),19,2017-05-03,43776798R,Lolo,Cisneros,74.48
ObjectId(5e13d8e9054a095daa7ae51d),19,2017-05-03,43776798R,Lolo,Cisneros,104.94
ObjectId(5e13d8e9054a095daa7ae51e),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,86.24
ObjectId(5e13d8e9054a095daa7ae51f),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,53.46
ObjectId(5e13d8e9054a095daa7ae520),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,101
ObjectId(5e13d8e9054a095daa7ae521),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,121.52
ObjectId(5e13d8e9054a095daa7ae522),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,2.6999999999999997
ObjectId(5e13d8e9054a095daa7ae523),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,136
ObjectId(5e13d8e9054a095daa7ae524),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,92
ObjectId(5e13d8e9054a095daa7ae525),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,0.93
ObjectId(5e13d8e9054a095daa7ae526),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,117
ObjectId(5e13d8e9054a095daa7ae527),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,107.8
ObjectId(5e13d8e9054a095daa7ae528),24.51,2017-05-03,78484387S,Enrique Jorge,Lopez,124
ObjectId(5e13d8e9054a095daa7ae529),21.05,2017-05-03,68767707F,Sirviente,Carrera,85.26
ObjectId(5e13d8e9054a095daa7ae52a),21.05,2017-05-03,68767707F,Sirviente,Carrera,98.98
ObjectId(5e13d8e9054a095daa7ae52b),21.05,2017-05-03,68767707F,Sirviente,Carrera,118
ObjectId(5e13d8e9054a095daa7ae52c),21.05,2017-05-03,68767707F,Sirviente,Carrera,114.66
ObjectId(5e13d8e9054a095daa7ae52d),21.05,2017-05-03,68767707F,Sirviente,Carrera,125.44
ObjectId(5e13d8e9054a095daa7ae52e),23.05,2017-05-03,73614434J,Quim,Giron,120
ObjectId(5e13d8e9054a095daa7ae52f),23.05,2017-05-03,73614434J,Quim,Giron,125
ObjectId(5e13d8e9054a095daa7ae530),23.05,2017-05-03,73614434J,Quim,Giron,109.89
ObjectId(5e13d8e9054a095daa7ae531),23.05,2017-05-03,73614434J,Quim,Giron,122
ObjectId(5e13d8e9054a095daa7ae532),19.84,2017-05-03,18506617N,Maria de la Fuensanta,Haya,124.46
ObjectId(5e13d8e9054a095daa7ae533),19.84,2017-05-03,18506617N,Maria de la Fuensanta,Haya,114.84
ObjectId(5e13d8e9054a095daa7ae534),19.84,2017-05-03,18506617N,Maria de la Fuensanta,Haya,96.03999999999999
ObjectId(5e13d8e9054a095daa7ae535),20.94,2017-05-03,77237448K,Nuria,Pa�ez-Sanz,110.88
ObjectId(5e13d8e9054a095daa7ae536),20.94,2017-05-03,77237448K,Nuria,Pa�ez-Sanz,100.94
ObjectId(5e13d8e9054a095daa7ae537),20.94,2017-05-03,77237448K,Nuria,Pa�ez-Sanz,86.13
ObjectId(5e13d8e9054a095daa7ae538),20.94,2017-05-03,77237448K,Nuria,Pa�ez-Sanz,109
ObjectId(5e13d8e9054a095daa7ae539),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,82
ObjectId(5e13d8e9054a095daa7ae53a),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,4.4
ObjectId(5e13d8e9054a095daa7ae53b),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,105
ObjectId(5e13d8e9054a095daa7ae53c),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,90.16
ObjectId(5e13d8e9054a095daa7ae53d),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,76
ObjectId(5e13d8e9054a095daa7ae53e),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,245.98
ObjectId(5e13d8e9054a095daa7ae53f),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,167.31
ObjectId(5e13d8e9054a095daa7ae540),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,90.09
ObjectId(5e13d8e9054a095daa7ae541),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,92.07
ObjectId(5e13d8e9054a095daa7ae542),19,2017-05-03,77796100A,Juan Ignacio,Castro-Cancino,115
ObjectId(5e13d8e9054a095daa7ae543),20.66,2017-05-03,82216881T,Blas,Rodriguez,83.3
ObjectId(5e13d8e9054a095daa7ae544),20.66,2017-05-03,82216881T,Blas,Rodriguez,88.2
ObjectId(5e13d8e9054a095daa7ae545),20.66,2017-05-03,82216881T,Blas,Rodriguez,98
ObjectId(5e13d8e9054a095daa7ae546),20.66,2017-05-03,82216881T,Blas,Rodriguez,104
ObjectId(5e13d8e9054a095daa7ae547),20.66,2017-05-03,82216881T,Blas,Rodriguez,126.42
ObjectId(5e13d8e9054a095daa7ae548),19,2017-05-03,44206625G,Isidro,Pi,2.6999999999999997
ObjectId(5e13d8e9054a095daa7ae549),19,2017-05-03,44206625G,Isidro,Pi,110.88
ObjectId(5e13d8e9054a095daa7ae54a),19,2017-05-03,44206625G,Isidro,Pi,119
ObjectId(5e13d8e9054a095daa7ae54b),19,2017-05-03,44206625G,Isidro,Pi,110.88
ObjectId(5e13d8e9054a095daa7ae54c),19,2017-05-03,44206625G,Isidro,Pi,53.9
ObjectId(5e13d8e9054a095daa7ae54d),19,2017-05-03,44206625G,Isidro,Pi,117.6
ObjectId(5e13d8e9054a095daa7ae54e),19,2017-05-03,44206625G,Isidro,Pi,58.8
ObjectId(5e13d8e9054a095daa7ae54f),19,2017-05-03,44206625G,Isidro,Pi,98.98
ObjectId(5e13d8e9054a095daa7ae550),19,2017-05-03,44206625G,Isidro,Pi,2.6399999999999997
ObjectId(5e13d8e9054a095daa7ae551),19,2017-05-03,44206625G,Isidro,Pi,116.62
ObjectId(5e13d8e9054a095daa7ae552),19,2017-05-03,44206625G,Isidro,Pi,90
ObjectId(5e13d8e9054a095daa7ae553),19,2017-05-03,44206625G,Isidro,Pi,114.66
ObjectId(5e13d8e9054a095daa7ae554),19,2017-05-03,44206625G,Isidro,Pi,98
ObjectId(5e13d8e9054a095daa7ae555),19,2017-05-03,44206625G,Isidro,Pi,2.9099999999999997
ObjectId(5e13d8e9054a095daa7ae556),19,2017-05-03,44206625G,Isidro,Pi,2.32
ObjectId(5e13d8e9054a095daa7ae557),19,2017-05-03,44206625G,Isidro,Pi,99.96
ObjectId(5e13d8e9054a095daa7ae558),19,2017-05-03,44206625G,Isidro,Pi,112.7
ObjectId(5e13d8e9054a095daa7ae559),19,2017-05-03,44206625G,Isidro,Pi,99
ObjectId(5e13d8e9054a095daa7ae55a),20.29,2017-05-03,06064088T,Andres Gabriel,"[""Pomez"",""Lago""]",24.75
ObjectId(5e13d8e9054a095daa7ae55b),20.29,2017-05-03,06064088T,Andres Gabriel,"[""Pomez"",""Lago""]",90
ObjectId(5e13d8e9054a095daa7ae55c),19,2017-05-03,77929321P,Delfin,Simeon,101.92
ObjectId(5e13d8e9054a095daa7ae55d),19,2017-05-03,77929321P,Delfin,Simeon,91
ObjectId(5e13d8e9054a095daa7ae55e),19,2017-05-03,77929321P,Delfin,Simeon,112.86
ObjectId(5e13d8e9054a095daa7ae55f),19,2017-05-03,77929321P,Delfin,Simeon,97.02
ObjectId(5e13d8e9054a095daa7ae560),19,2017-05-03,77929321P,Delfin,Simeon,115
ObjectId(5e13d8e9054a095daa7ae561),19,2017-05-03,77929321P,Delfin,Simeon,80.36
ObjectId(5e13d8e9054a095daa7ae562),19,2017-05-03,77929321P,Delfin,Simeon,98
ObjectId(5e13d8e9054a095daa7ae563),19,2017-05-03,77929321P,Delfin,Simeon,2.9099999999999997
ObjectId(5e13d8e9054a095daa7ae564),19,2017-05-03,77929321P,Delfin,Simeon,108.9
ObjectId(5e13d8e9054a095daa7ae565),19,2017-05-03,77929321P,Delfin,Simeon,4.24
ObjectId(5e13d8e9054a095daa7ae566),19,2017-05-03,77929321P,Delfin,Simeon,107
ObjectId(5e13d8e9054a095daa7ae567),21.82,2017-05-03,73928954P,Maria de Montserrat,Aguilera,109.75999999999999
ObjectId(5e13d8e9054a095daa7ae568),21.82,2017-05-03,73928954P,Maria de Montserrat,Aguilera,84.28
ObjectId(5e13d8e9054a095daa7ae569),21.82,2017-05-03,73928954P,Maria de Montserrat,Aguilera,100
ObjectId(5e13d8e9054a095daa7ae56a),21.82,2017-05-03,73928954P,Maria de Montserrat,Aguilera,108.78
ObjectId(5e13d8e9054a095daa7ae56b),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",98.98
ObjectId(5e13d8e9054a095daa7ae56c),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",95.03999999999999
ObjectId(5e13d8e9054a095daa7ae56d),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",189.14
ObjectId(5e13d8e9054a095daa7ae56e),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",105.92999999999999
ObjectId(5e13d8e9054a095daa7ae56f),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",197.96
ObjectId(5e13d8e9054a095daa7ae570),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",120.53999999999999
ObjectId(5e13d8e9054a095daa7ae571),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",91.08
ObjectId(5e13d8e9054a095daa7ae572),26.92,2017-05-03,66220200A,Maria de la Victoria,"[""Baltasar"",""Rodriguez""]",98
ObjectId(5e13d8e9054a095daa7ae573),19.74,2017-05-03,71851455F,Carpo,Moscoso-Garcia,78.4
ObjectId(5e13d8e9054a095daa7ae574),19.74,2017-05-03,71851455F,Carpo,Moscoso-Garcia,3.52
ObjectId(5e13d8e9054a095daa7ae575),19.74,2017-05-03,71851455F,Carpo,Moscoso-Garcia,21.78
ObjectId(5e13d8e9054a095daa7ae576),21.89,2017-05-03,29229327F,M. Ambrosia,Baquerizo,103
ObjectId(5e13d8e9054a095daa7ae577),19,2017-05-03,72759623C,Oscar Fernando,Razuri,8.260000000000002
ObjectId(5e13d8e9054a095daa7ae578),19,2017-05-03,72759623C,Oscar Fernando,Razuri,79.38
ObjectId(5e13d8e9054a095daa7ae579),19,2017-05-03,72759623C,Oscar Fernando,Razuri,107
ObjectId(5e13d8e9054a095daa7ae57a),19,2017-05-03,72759623C,Oscar Fernando,Razuri,89
ObjectId(5e13d8e9054a095daa7ae57b),19,2017-05-03,72759623C,Oscar Fernando,Razuri,100
ObjectId(5e13d8e9054a095daa7ae57c),19,2017-05-03,72759623C,Oscar Fernando,Razuri,2.2600000000000002
ObjectId(5e13d8e9054a095daa7ae57d),19,2017-05-03,72759623C,Oscar Fernando,Razuri,149.94
ObjectId(5e13d8e9054a095daa7ae57e),19,2017-05-03,72759623C,Oscar Fernando,Razuri,97.02
ObjectId(5e13d8e9054a095daa7ae57f),19,2017-05-03,72759623C,Oscar Fernando,Razuri,1.94
ObjectId(5e13d8e9054a095daa7ae580),19,2017-05-03,72759623C,Oscar Fernando,Razuri,104
ObjectId(5e13d8e9054a095daa7ae581),21.6,2017-05-03,40352354G,Boris,"[""Manco"",""Lovon""]",120
ObjectId(5e13d8e9054a095daa7ae582),21.6,2017-05-03,40352354G,Boris,"[""Manco"",""Lovon""]",102.89999999999999
ObjectId(5e13d8e9054a095daa7ae583),21.6,2017-05-03,40352354G,Boris,"[""Manco"",""Lovon""]",141
ObjectId(5e13d8e9054a095daa7ae584),23.31,2017-05-03,45275347P,Carlos,Lucero,93.1
ObjectId(5e13d8e9054a095daa7ae585),23.31,2017-05-03,45275347P,Carlos,Lucero,148.96
ObjectId(5e13d8e9054a095daa7ae586),23.31,2017-05-03,45275347P,Carlos,Lucero,138.18
ObjectId(5e13d8e9054a095daa7ae587),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",2.92
ObjectId(5e13d8e9054a095daa7ae588),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",89.17999999999999
ObjectId(5e13d8e9054a095daa7ae589),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",114.66
ObjectId(5e13d8e9054a095daa7ae58a),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",89.1
ObjectId(5e13d8e9054a095daa7ae58b),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",1.74
ObjectId(5e13d8e9054a095daa7ae58c),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",101
ObjectId(5e13d8e9054a095daa7ae58d),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",91
ObjectId(5e13d8e9054a095daa7ae58e),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",153
ObjectId(5e13d8e9054a095daa7ae58f),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",111.87
ObjectId(5e13d8e9054a095daa7ae590),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",103
ObjectId(5e13d8e9054a095daa7ae591),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",94.05
ObjectId(5e13d8e9054a095daa7ae592),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",2.38
ObjectId(5e13d8e9054a095daa7ae593),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",130.34
ObjectId(5e13d8e9054a095daa7ae594),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",125
ObjectId(5e13d8e9054a095daa7ae595),19,2017-05-03,97139363J,Galileo,"[""Garcia"",""Concepcion""]",87.12
ObjectId(5e13d8e9054a095daa7ae596),20.24,2017-05-03,63413954X,Cunegunda,Garcia,132.3
ObjectId(5e13d8e9054a095daa7ae597),20.24,2017-05-03,63413954X,Cunegunda,Garcia,97.02
ObjectId(5e13d8e9054a095daa7ae598),19,2017-05-03,89687661N,Margarita,Escate,81.34
ObjectId(5e13d8e9054a095daa7ae599),19,2017-05-03,89687661N,Margarita,Escate,97.02
ObjectId(5e13d8e9054a095daa7ae59a),19,2017-05-03,89687661N,Margarita,Escate,131.67
ObjectId(5e13d8e9054a095daa7ae59b),19,2017-05-03,89687661N,Margarita,Escate,100.94
ObjectId(5e13d8e9054a095daa7ae59c),19,2017-05-03,89687661N,Margarita,Escate,122
ObjectId(5e13d8e9054a095daa7ae59d),19,2017-05-03,89687661N,Margarita,Escate,134.64
ObjectId(5e13d8e9054a095daa7ae59e),19,2017-05-03,89687661N,Margarita,Escate,96.6
ObjectId(5e13d8e9054a095daa7ae59f),19,2017-05-03,89687661N,Margarita,Escate,110.88
ObjectId(5e13d8e9054a095daa7ae5a0),19,2017-05-03,89687661N,Margarita,Escate,110
ObjectId(5e13d8e9054a095daa7ae5a1),19,2017-05-03,89687661N,Margarita,Escate,100
ObjectId(5e13d8e9054a095daa7ae5a2),19,2017-05-03,41064238S,Fatima,Gomez,118.58
ObjectId(5e13d8e9054a095daa7ae5a3),19,2017-05-03,41064238S,Fatima,Gomez,130.34
ObjectId(5e13d8e9054a095daa7ae5a4),19,2017-05-03,41064238S,Fatima,Gomez,2.36
ObjectId(5e13d8e9054a095daa7ae5a5),19,2017-05-03,41064238S,Fatima,Gomez,105.92999999999999
ObjectId(5e13d8e9054a095daa7ae5a6),19,2017-05-03,41064238S,Fatima,Gomez,99.96
ObjectId(5e13d8e9054a095daa7ae5a7),19,2017-05-03,41064238S,Fatima,Gomez,59.4
ObjectId(5e13d8e9054a095daa7ae5a8),21.2,2017-05-03,49803918V,Kathy,"[""Dolmos"",""Alberca""]",113.85
ObjectId(5e13d8e9054a095daa7ae5a9),21.2,2017-05-03,49803918V,Kathy,"[""Dolmos"",""Alberca""]",5.43
ObjectId(5e13d8e9054a095daa7ae5aa),21.2,2017-05-03,49803918V,Kathy,"[""Dolmos"",""Alberca""]",120.53999999999999
ObjectId(5e13d8e9054a095daa7ae5ab),21.2,2017-05-03,49803918V,Kathy,"[""Dolmos"",""Alberca""]",120
ObjectId(5e13d8e9054a095daa7ae5ac),21.2,2017-05-03,49803918V,Kathy,"[""Dolmos"",""Alberca""]",22.54
